amount,category,type,hour,location_distance,previous_transactions,is_fraud
75700.83,Travel,EXPENSE,5,197.37,3,1
42447.01,Travel,INCOME,4,748.99,17,1
975.39,Food,INCOME,9,719.94,8,1
61529.29,Shopping,EXPENSE,4,290.2,6,1
95201.94,Shopping,INCOME,15,462.88,10,1
72027.02,Other,EXPENSE,5,524.38,15,1
41659.48,Travel,INCOME,2,993.31,0,1
18808.06,Salary,EXPENSE,17,458.59,3,0
46895.98,Travel,EXPENSE,11,636.34,7,0
1462.24,Travel,INCOME,9,820.75,13,1
30609.74,Entertainment,INCOME,8,561.11,20,0
7793.74,Travel,EXPENSE,23,216.44,5,0
10277.1,Other,INCOME,10,575.66,18,0
96667.56,Salary,INCOME,6,168.1,7,1
9179.26,Other,EXPENSE,4,164.82,0,1
89600.54,Food,EXPENSE,16,807.23,13,1
32742.58,Entertainment,EXPENSE,7,560.15,12,0
70639.15,Shopping,INCOME,16,316.97,2,1
84227.01,Travel,INCOME,22,142.88,13,1
49034.85,Other,INCOME,21,120.24,13,0
17842.34,Other,INCOME,14,770.74,11,1
21417.31,Entertainment,EXPENSE,12,374.21,0,1
36131.09,Travel,EXPENSE,18,310.39,3,0
91584.92,Entertainment,EXPENSE,19,273.03,20,1
47899.55,Food,INCOME,8,625.27,18,0
86325.37,Bills,INCOME,15,173.77,20,1
80752.7,Food,INCOME,0,612.92,4,1
17731.92,Other,EXPENSE,2,419.57,3,1
63765.94,Food,INCOME,3,857.89,8,1
19458.53,Entertainment,EXPENSE,10,837.27,10,1
16962.89,Entertainment,INCOME,16,14.17,12,0
66788.86,Food,EXPENSE,6,825.05,16,1
26700.26,Travel,INCOME,1,275.53,6,1
40954.69,Salary,EXPENSE,9,273.76,11,0
46651.92,Other,EXPENSE,18,930.27,2,1
9101.64,Salary,EXPENSE,5,317.5,20,0
76683.92,Other,EXPENSE,6,637.95,14,1
72441.46,Travel,INCOME,21,642.32,6,1
73824.14,Shopping,EXPENSE,12,705.91,5,1
56525.74,Bills,EXPENSE,6,272.8,6,1
29528.49,Salary,INCOME,8,92.41,11,0
34918.48,Salary,INCOME,20,687.04,5,0
83480.68,Bills,EXPENSE,17,568.71,13,1
81100.29,Other,INCOME,6,342.18,16,1
74326.02,Shopping,EXPENSE,16,773.41,8,1
26121.55,Food,EXPENSE,15,139.82,18,0
56398.75,Salary,EXPENSE,10,701.29,20,1
90107.35,Travel,INCOME,15,334.71,20,1
18751.8,Shopping,INCOME,5,466.84,5,0
43928.92,Entertainment,INCOME,18,575.97,13,0
47383.53,Travel,INCOME,23,373.21,10,0
40145.25,Food,EXPENSE,16,107.86,13,0
95400.49,Bills,EXPENSE,5,512.2,9,1
96525.3,Entertainment,EXPENSE,18,751.85,4,1
78867.51,Food,EXPENSE,9,792.86,4,1
45898.42,Travel,INCOME,0,658.61,6,1
30163.17,Food,EXPENSE,7,857.76,13,1
24511.02,Salary,INCOME,0,477.34,11,1
55005.42,Bills,EXPENSE,15,668.44,14,1
76317.46,Food,INCOME,4,318.36,4,1
32744.83,Shopping,INCOME,19,393.85,2,1
67004.17,Entertainment,EXPENSE,7,885.59,5,1
36944.8,Shopping,EXPENSE,19,599.17,12,1
64575.45,Travel,INCOME,6,44.25,9,1
33991.69,Salary,EXPENSE,13,150.75,9,0
82136.44,Food,INCOME,13,179.52,12,1
83431.54,Bills,EXPENSE,11,686.07,3,1
40477.13,Other,EXPENSE,5,319.03,18,0
68645.55,Food,INCOME,20,959.92,12,1
5498.4,Bills,INCOME,23,634.12,19,0
90825.68,Entertainment,INCOME,15,712.02,17,1
11211.63,Travel,INCOME,17,759.61,2,1
33744.71,Salary,INCOME,6,514.9,19,0
45526.19,Food,INCOME,9,39.84,15,0
5054.85,Entertainment,INCOME,8,425.7,9,0
2401.86,Shopping,EXPENSE,9,356.89,0,0
29803.45,Food,EXPENSE,11,731.9,17,1
24900.24,Food,EXPENSE,4,726.79,20,1
89277.03,Shopping,INCOME,22,617.24,16,1
4112.07,Shopping,INCOME,1,146.75,20,1
10157.22,Entertainment,EXPENSE,10,927.44,9,1
2287.23,Salary,INCOME,23,652.9,2,0
43371.86,Food,EXPENSE,18,260.98,9,0
53938.8,Other,EXPENSE,22,798.95,11,1
21560.17,Bills,INCOME,23,688.86,5,0
67160.39,Entertainment,INCOME,5,678.21,8,1
20753.28,Other,INCOME,21,129.77,8,0
79036.31,Salary,INCOME,3,221.32,0,1
22144.72,Entertainment,INCOME,23,712.03,14,1
63495.53,Shopping,INCOME,15,929.87,0,1
31998.3,Other,INCOME,4,461.95,15,1
69787.65,Salary,INCOME,8,402.94,18,1
63156.84,Entertainment,INCOME,2,207.55,16,1
29217.71,Shopping,INCOME,21,467.38,4,0
16715.09,Shopping,INCOME,13,995.83,0,1
28424.57,Salary,INCOME,7,375.28,17,0
60731.82,Other,EXPENSE,3,395.75,6,1
57095.96,Travel,EXPENSE,23,978.9,17,1
75140.53,Bills,INCOME,10,770.5,20,1
88481.55,Salary,INCOME,16,535.63,12,1
40426.4,Other,INCOME,9,826.14,14,1
87340.52,Bills,INCOME,0,532.67,10,1
65636.25,Salary,EXPENSE,12,580.16,13,1
41058.87,Salary,EXPENSE,19,224.19,19,0
99891.04,Entertainment,INCOME,0,325.02,7,1
62568.24,Salary,EXPENSE,11,22.72,19,1
65428.9,Entertainment,EXPENSE,5,457.77,7,1
93717.23,Travel,INCOME,4,292.98,0,1
46144.9,Travel,INCOME,7,796.75,14,1
11160.17,Entertainment,INCOME,5,244.86,2,1
3280.64,Salary,INCOME,16,995.53,12,1
41738.11,Shopping,EXPENSE,22,776.6,20,1
71490.68,Bills,INCOME,23,59.79,12,1
72528.8,Food,INCOME,12,716.62,16,1
44032.58,Other,EXPENSE,3,145.98,8,1
58002.21,Other,EXPENSE,23,168.95,13,1
14237.91,Travel,INCOME,6,264.51,10,0
7453.25,Salary,INCOME,7,756.98,10,1
44494.97,Other,INCOME,22,257.92,8,0
76144.21,Travel,INCOME,0,221.02,11,1
71394.62,Shopping,EXPENSE,18,633.89,15,1
67344.21,Travel,EXPENSE,4,607.45,12,1
22830.41,Other,EXPENSE,18,302.96,18,1
36447.97,Entertainment,INCOME,15,618.46,5,0
64402.96,Entertainment,INCOME,16,374.36,15,1
87084.69,Bills,EXPENSE,15,897.13,0,1
6522.02,Travel,INCOME,6,224.31,8,0
72889.74,Food,EXPENSE,11,498.79,18,1
90634.89,Other,EXPENSE,23,202.53,1,1
9929.06,Shopping,EXPENSE,8,553.28,17,0
53796.02,Food,EXPENSE,14,566.7,7,1
79737.12,Travel,EXPENSE,7,689.64,14,1
97938.78,Shopping,INCOME,2,743.11,2,1
13298.27,Shopping,EXPENSE,6,227.59,18,0
47754.37,Food,EXPENSE,10,790.02,2,1
11684.82,Food,INCOME,6,99.88,18,0
48748.71,Entertainment,EXPENSE,18,429.76,3,0
44292.05,Salary,EXPENSE,18,805.77,19,1
99224.16,Shopping,INCOME,19,270.74,20,1
50753.93,Entertainment,INCOME,20,299.64,17,1
27565.07,Entertainment,INCOME,20,440.04,5,0
31954.79,Entertainment,INCOME,15,163.13,2,0
67313.97,Food,INCOME,10,637.88,17,1
19399.87,Food,EXPENSE,6,307.2,9,0
53063.43,Food,INCOME,19,210.29,4,1
19230.81,Bills,EXPENSE,5,610.12,5,0
51670.81,Bills,INCOME,23,269.38,8,1
85630.94,Shopping,INCOME,4,306.23,11,1
31568.9,Shopping,INCOME,18,393.54,13,1
94001.73,Food,INCOME,11,645.79,4,1
76716.51,Food,EXPENSE,6,662.05,8,1
37378.84,Shopping,INCOME,12,325.69,17,1
79757.59,Entertainment,INCOME,8,106.83,7,1
72298.77,Salary,INCOME,1,781.23,12,1
90893.29,Bills,EXPENSE,8,986.93,18,1
10188.92,Salary,INCOME,8,537.9,14,0
11147.53,Travel,EXPENSE,10,977.18,13,1
87401.36,Entertainment,INCOME,18,199.99,2,1
32817.82,Entertainment,INCOME,17,531.03,9,0
14089.73,Other,EXPENSE,22,711.4,10,1
36154.9,Other,INCOME,23,884.59,5,1
22806.84,Shopping,INCOME,6,677.67,8,0
74777.65,Food,EXPENSE,3,642.24,13,1
48661.44,Food,EXPENSE,16,373.47,18,0
3256.8,Entertainment,INCOME,17,492.01,18,0
6757.59,Food,EXPENSE,17,780.59,17,1
51374.36,Other,EXPENSE,18,922.5,19,1
19129.2,Food,INCOME,8,465.72,4,0
7348.93,Salary,INCOME,14,527.71,13,0
40176.53,Shopping,EXPENSE,19,828.22,0,1
32272.31,Travel,INCOME,7,584.38,10,0
65378.59,Travel,INCOME,22,867.24,4,1
14870.97,Shopping,EXPENSE,3,26.22,19,1
3993.29,Travel,INCOME,2,327.46,10,1
65833.8,Travel,INCOME,5,424.28,8,1
91991.83,Other,INCOME,0,137.31,14,1
94803.97,Food,INCOME,23,854.19,6,1
44708.9,Bills,EXPENSE,6,770.98,18,1
9330.54,Travel,EXPENSE,5,756.61,3,1
74077.17,Shopping,INCOME,13,190.98,2,1
36017.85,Shopping,EXPENSE,14,16.15,12,1
40060.82,Other,EXPENSE,11,360.39,9,0
43443.18,Other,INCOME,7,999.71,2,1
81026.43,Bills,EXPENSE,8,729.63,10,1
84749.11,Travel,EXPENSE,4,518.62,4,1
76240.67,Food,EXPENSE,23,660.95,11,1
82333.91,Bills,EXPENSE,5,936.29,4,1
81041.45,Travel,INCOME,3,786.56,0,1
30641.18,Salary,INCOME,8,621.91,0,1
33191.63,Bills,EXPENSE,23,872.03,13,1
37734.83,Entertainment,EXPENSE,5,100.12,11,0
9257.78,Food,EXPENSE,15,464.43,13,0
53695.88,Travel,EXPENSE,9,476.24,8,1
65654.61,Shopping,EXPENSE,15,492.8,18,1
21970.15,Travel,EXPENSE,7,659.21,3,0
28265.86,Entertainment,EXPENSE,7,226.22,5,0
30145.76,Salary,INCOME,21,590.78,16,0
88364.1,Other,EXPENSE,10,422.02,4,1
93465.71,Food,INCOME,20,48.02,6,1
1481.46,Salary,EXPENSE,7,161.89,10,1
48103.6,Other,INCOME,6,628.71,18,0
99270.24,Bills,INCOME,17,439.86,8,1
51473.37,Shopping,INCOME,5,255.28,15,1
45658.78,Food,INCOME,16,262.86,11,0
2590.13,Entertainment,EXPENSE,3,227.13,14,1
12071.76,Salary,INCOME,4,873.31,9,1
55352.19,Food,EXPENSE,12,820.03,16,1
84009.28,Travel,EXPENSE,6,733.41,11,1
78004.77,Entertainment,EXPENSE,17,362.66,7,1
99717.63,Travel,INCOME,5,100.14,5,1
85901.13,Travel,EXPENSE,17,942.19,19,1
20259.5,Food,INCOME,9,389.77,16,0
89379.76,Bills,INCOME,4,721.55,9,1
25170.36,Entertainment,INCOME,6,923.05,19,1
6728.14,Other,INCOME,4,143.79,5,1
80708.48,Travel,INCOME,5,646.08,12,1
24894.9,Shopping,EXPENSE,7,963.36,8,1
40173.98,Salary,EXPENSE,6,443.38,8,0
1126.37,Food,INCOME,16,102.61,20,0
23256.51,Bills,INCOME,3,541.26,19,1
7086.75,Other,INCOME,8,949.49,1,1
89117.12,Food,INCOME,13,584.98,15,1
22502.11,Food,EXPENSE,23,603.32,19,0
24167.19,Other,INCOME,22,963.24,13,1
10563.75,Other,INCOME,23,732.44,8,1
32916.53,Salary,INCOME,11,83.09,3,0
48580.6,Entertainment,INCOME,7,591.08,8,0
78103.15,Salary,INCOME,17,606.64,18,1
51920.73,Salary,INCOME,1,601.66,18,1
64285.64,Food,EXPENSE,3,966.73,7,1
67277.31,Entertainment,INCOME,12,718.29,1,1
78824.23,Other,INCOME,18,863.41,1,1
81325.41,Salary,INCOME,21,908.08,6,1
2463.24,Shopping,EXPENSE,9,920.67,0,1
84950.54,Shopping,INCOME,21,344.05,7,1
78381.79,Shopping,INCOME,22,990.98,8,1
16101.18,Entertainment,INCOME,23,401.32,11,0
17247.2,Bills,EXPENSE,10,351.8,17,0
83631.75,Travel,INCOME,9,101.3,2,1
31326.79,Bills,EXPENSE,12,202.15,15,0
80599.46,Shopping,EXPENSE,5,322.76,3,1
31087.23,Entertainment,INCOME,17,538.25,12,0
7639.74,Food,EXPENSE,22,597.97,12,0
14619.26,Shopping,INCOME,12,133.03,12,0
95609.69,Other,INCOME,19,570.11,2,1
22521.24,Other,EXPENSE,7,547.99,8,0
22485.64,Salary,EXPENSE,7,875.14,14,1
21636.01,Food,INCOME,7,964.59,19,1
43923.04,Entertainment,EXPENSE,13,186.06,16,0
62744.15,Bills,INCOME,22,796.8,11,1
26392.56,Shopping,INCOME,7,320.15,11,0
69335.25,Shopping,EXPENSE,17,578.96,3,1
78432.65,Entertainment,INCOME,17,313.48,19,1
34866.86,Salary,EXPENSE,14,269.13,1,0
43815.2,Entertainment,INCOME,2,953.16,5,1
44874.4,Salary,EXPENSE,11,476.63,4,0
35473.51,Salary,INCOME,18,252.01,0,1
49106.44,Salary,EXPENSE,12,215.2,14,0
69735.74,Shopping,INCOME,7,569.86,16,1
14466.1,Entertainment,INCOME,0,970.89,1,1
35867.03,Food,EXPENSE,19,63.63,13,0
73269.01,Travel,EXPENSE,5,29.49,15,1
33212.42,Food,INCOME,18,700.93,12,1
38160.01,Bills,EXPENSE,10,182.99,9,0
70740.93,Shopping,INCOME,2,184.57,12,1
35152.51,Salary,EXPENSE,10,451.73,3,0
2089.06,Entertainment,EXPENSE,17,59.15,11,0
222.8,Entertainment,EXPENSE,0,326.86,9,1
90519.25,Entertainment,INCOME,2,955.71,6,1
49845.23,Entertainment,EXPENSE,11,96.97,4,0
57419.8,Bills,EXPENSE,16,148.85,14,1
3925.49,Entertainment,EXPENSE,9,935.03,3,1
18082.66,Entertainment,EXPENSE,3,497.65,19,1
61338.5,Shopping,INCOME,21,547.98,12,1
94403.91,Salary,EXPENSE,10,246.22,4,1
81767.67,Travel,INCOME,1,358.32,15,1
90971.32,Salary,EXPENSE,16,90.95,20,1
52757.38,Entertainment,INCOME,17,643.2,9,1
44818.06,Travel,INCOME,20,426.32,13,0
49072.01,Bills,EXPENSE,10,561.25,19,0
49786.58,Other,INCOME,21,698.9,16,0
18848.49,Food,INCOME,18,747.85,18,1
64111.2,Salary,EXPENSE,17,27.96,9,1
35208.97,Entertainment,EXPENSE,21,873.71,16,1
17870.1,Shopping,EXPENSE,6,98.65,5,0
71255.44,Food,EXPENSE,15,206.74,20,1
4571.13,Bills,EXPENSE,22,116.33,9,1
24076.72,Other,INCOME,5,987.09,7,1
83786.84,Food,EXPENSE,4,598.75,19,1
88200.38,Bills,INCOME,6,940.27,20,1
27297.86,Salary,EXPENSE,13,823.55,12,1
90112.53,Other,INCOME,8,600.13,20,1
4227.84,Other,INCOME,4,662.96,7,1
11482.32,Travel,INCOME,2,183.36,10,1
74022.29,Salary,INCOME,9,536.26,9,1
26186.84,Other,EXPENSE,12,822.88,6,1
55497.26,Bills,EXPENSE,4,518.23,1,1
10978.92,Travel,EXPENSE,12,184.48,2,0
61551.32,Bills,EXPENSE,14,597.0,1,1
50386.75,Travel,EXPENSE,23,317.92,18,1
15313.42,Other,INCOME,5,350.12,6,0
5689.99,Bills,EXPENSE,9,505.59,7,0
19474.19,Salary,INCOME,0,871.34,2,1
60185.92,Shopping,EXPENSE,4,547.12,10,1
68492.04,Bills,EXPENSE,19,720.48,10,1
14391.47,Food,EXPENSE,0,381.21,18,1
38783.35,Entertainment,EXPENSE,7,762.18,1,1
7438.71,Salary,INCOME,18,644.79,9,0
38707.38,Salary,EXPENSE,21,490.56,8,0
98798.35,Bills,INCOME,4,454.22,11,1
28722.01,Salary,EXPENSE,12,999.14,5,1
2142.67,Other,INCOME,4,42.55,13,1
54172.78,Travel,INCOME,4,840.14,11,1
40608.95,Bills,INCOME,23,452.31,12,0
33813.24,Salary,INCOME,4,723.31,6,1
71273.36,Entertainment,EXPENSE,23,659.33,19,1
46364.42,Other,INCOME,11,644.0,6,0
47049.73,Entertainment,INCOME,9,904.68,19,1
19981.0,Shopping,EXPENSE,21,384.29,16,0
94322.77,Food,EXPENSE,12,567.39,5,1
74609.87,Entertainment,EXPENSE,20,401.88,6,1
31683.24,Travel,EXPENSE,15,316.21,19,0
62827.16,Food,EXPENSE,2,85.75,0,1
86952.9,Shopping,EXPENSE,10,931.56,11,1
15102.76,Travel,INCOME,2,362.94,10,1
82834.04,Bills,INCOME,22,175.22,9,1
56210.66,Travel,EXPENSE,13,118.44,19,1
56188.32,Salary,INCOME,22,983.3,7,1
66403.72,Travel,INCOME,3,755.67,4,1
47307.67,Bills,EXPENSE,0,586.18,11,1
58509.88,Travel,INCOME,0,970.3,18,1
34010.68,Food,INCOME,2,177.24,19,1
39391.89,Travel,EXPENSE,21,197.13,20,0
71155.25,Other,EXPENSE,11,602.81,15,1
89110.22,Bills,EXPENSE,11,851.25,6,1
98204.54,Food,INCOME,10,905.82,1,1
70066.46,Shopping,INCOME,13,337.52,8,1
75988.52,Bills,EXPENSE,10,551.27,4,1
92658.19,Food,EXPENSE,9,380.67,15,1
3646.52,Salary,INCOME,22,375.14,11,0
85369.98,Other,INCOME,13,707.28,4,1
71925.75,Entertainment,EXPENSE,15,281.64,2,1
91881.67,Food,INCOME,16,895.82,0,1
80632.35,Food,EXPENSE,2,177.11,2,1
80155.63,Other,EXPENSE,2,9.65,0,1
34146.42,Entertainment,EXPENSE,4,582.75,14,1
33123.52,Salary,EXPENSE,19,121.98,4,0
74619.1,Food,EXPENSE,2,718.25,2,1
79169.69,Travel,EXPENSE,1,716.98,12,1
52956.88,Bills,EXPENSE,22,987.93,19,1
46947.59,Salary,EXPENSE,14,184.93,0,1
97420.33,Shopping,EXPENSE,17,575.43,6,1
70301.67,Food,EXPENSE,5,848.62,7,1
63547.93,Entertainment,INCOME,19,412.28,20,1
42681.0,Other,INCOME,23,240.77,0,1
96815.5,Shopping,INCOME,5,64.65,2,1
90274.21,Food,INCOME,2,674.04,14,1
74439.66,Food,INCOME,18,771.39,11,1
60570.41,Food,INCOME,23,839.73,14,1
81105.99,Shopping,INCOME,9,763.41,10,1
74509.69,Travel,EXPENSE,1,690.86,13,1
46190.94,Other,INCOME,14,868.68,14,1
14251.18,Other,INCOME,13,949.63,4,1
38176.66,Other,EXPENSE,12,365.71,13,0
66194.12,Travel,EXPENSE,18,946.04,6,1
39159.6,Travel,INCOME,10,197.76,15,0
30387.04,Other,INCOME,7,189.95,19,0
43313.98,Other,EXPENSE,15,969.1,1,1
10645.85,Shopping,INCOME,19,289.32,7,0
49448.45,Travel,INCOME,15,12.97,9,0
33891.12,Shopping,INCOME,19,121.85,4,1
34142.67,Shopping,EXPENSE,11,565.33,15,1
44735.47,Bills,EXPENSE,6,944.58,7,1
90260.28,Salary,INCOME,8,555.0,18,1
69848.04,Travel,INCOME,20,572.27,7,1
60958.24,Other,EXPENSE,15,563.3,0,1
88078.78,Bills,EXPENSE,19,321.65,16,1
60279.85,Salary,INCOME,2,449.48,6,1
27657.23,Travel,INCOME,1,473.75,7,1
32755.08,Other,INCOME,17,146.12,8,0
48495.54,Shopping,EXPENSE,20,188.2,19,1
29597.18,Food,EXPENSE,16,798.85,9,1
37632.09,Salary,EXPENSE,9,260.99,4,0
2930.68,Salary,INCOME,2,368.63,4,1
38232.84,Travel,INCOME,10,107.74,8,0
19818.18,Entertainment,INCOME,9,162.9,4,0
1744.77,Food,INCOME,17,477.1,4,0
72064.1,Entertainment,EXPENSE,20,434.26,10,1
32694.72,Other,EXPENSE,20,282.91,18,0
3986.18,Entertainment,EXPENSE,23,717.27,4,1
92698.53,Travel,EXPENSE,3,522.78,7,1
36063.68,Shopping,INCOME,2,412.64,2,1
54533.88,Entertainment,INCOME,20,789.73,4,1
8992.9,Travel,INCOME,5,115.25,8,0
5698.59,Salary,EXPENSE,1,642.9,7,1
4265.48,Other,EXPENSE,4,954.42,4,1
32328.88,Other,INCOME,0,510.25,9,1
66980.73,Salary,INCOME,17,67.96,6,1
20923.22,Entertainment,INCOME,0,349.38,2,1
36843.42,Other,EXPENSE,12,212.78,17,1
62786.6,Entertainment,INCOME,8,556.26,16,1
83490.49,Other,INCOME,10,195.77,8,1
65063.74,Bills,EXPENSE,14,603.37,20,1
77013.17,Travel,EXPENSE,3,41.66,3,1
87429.72,Travel,INCOME,22,674.21,18,1
36125.79,Food,EXPENSE,18,890.21,8,1
2430.06,Food,EXPENSE,5,860.36,6,1
72008.21,Salary,INCOME,14,984.23,19,1
92085.85,Bills,INCOME,21,857.36,7,1
10770.8,Food,EXPENSE,19,50.03,0,0
93019.43,Shopping,INCOME,12,728.75,5,1
36836.57,Salary,EXPENSE,13,741.85,11,1
41777.83,Food,INCOME,1,898.52,9,1
45719.92,Other,EXPENSE,3,919.41,0,1
93207.72,Travel,EXPENSE,3,86.1,7,1
88649.68,Salary,INCOME,8,22.56,18,1
73156.83,Travel,EXPENSE,2,397.54,12,1
49767.47,Other,INCOME,13,175.02,0,1
4451.17,Food,INCOME,22,281.57,15,0
26765.08,Salary,INCOME,6,234.82,14,0
99583.95,Food,INCOME,17,952.15,15,1
71571.15,Salary,EXPENSE,9,364.03,19,1
82080.38,Entertainment,EXPENSE,11,658.6,11,1
54099.66,Shopping,INCOME,13,173.96,12,1
98352.1,Other,INCOME,4,814.23,15,1
40812.19,Bills,EXPENSE,19,253.2,4,0
35898.94,Bills,INCOME,17,861.8,5,1
34378.2,Other,EXPENSE,19,341.65,20,0
15984.83,Other,EXPENSE,6,824.69,12,1
41926.66,Food,EXPENSE,16,103.82,0,1
55067.33,Travel,EXPENSE,21,709.75,10,1
32582.46,Other,INCOME,17,936.93,16,1
39310.33,Entertainment,INCOME,23,408.0,3,0
64408.03,Travel,EXPENSE,22,0.6,16,1
49545.53,Food,INCOME,7,755.8,9,1
54219.59,Food,EXPENSE,0,16.22,9,1
18612.13,Other,EXPENSE,2,253.43,3,1
35783.55,Bills,EXPENSE,22,597.56,10,0
20884.42,Bills,INCOME,20,614.8,1,0
97702.5,Bills,INCOME,11,31.04,15,1
38406.34,Entertainment,EXPENSE,13,688.59,19,0
94914.77,Salary,INCOME,0,379.97,15,1
8728.52,Shopping,EXPENSE,2,245.39,20,1
45495.89,Salary,INCOME,7,603.61,15,0
31015.87,Other,INCOME,6,613.72,3,1
12882.0,Other,EXPENSE,16,444.43,16,0
27510.38,Entertainment,INCOME,17,653.7,1,0
11810.97,Entertainment,INCOME,5,902.26,9,1
4029.66,Entertainment,INCOME,13,109.67,4,0
7728.22,Bills,INCOME,7,5.69,20,0
77257.64,Food,INCOME,5,223.42,18,1
22911.82,Bills,EXPENSE,3,164.43,4,1
94669.91,Entertainment,EXPENSE,14,496.15,13,1
52541.26,Salary,INCOME,20,543.48,13,1
27926.28,Entertainment,INCOME,2,65.18,8,1
66487.0,Bills,INCOME,16,919.27,4,1
16241.43,Entertainment,EXPENSE,21,196.52,17,0
26337.52,Food,EXPENSE,18,413.26,17,0
20284.6,Shopping,EXPENSE,23,701.47,0,1
51044.09,Food,EXPENSE,16,665.91,18,1
30369.25,Other,EXPENSE,10,920.73,15,1
18907.27,Bills,INCOME,15,214.12,5,0
63357.99,Entertainment,EXPENSE,4,667.08,16,1
76063.78,Bills,EXPENSE,18,164.73,20,1
83985.11,Shopping,EXPENSE,8,406.39,13,1
32082.73,Bills,EXPENSE,6,671.66,11,0
60663.33,Other,EXPENSE,23,907.51,15,1
79057.24,Bills,EXPENSE,7,598.98,9,1
7551.79,Entertainment,EXPENSE,13,66.33,2,0
77715.95,Other,EXPENSE,11,277.39,8,1
80690.8,Shopping,INCOME,17,605.3,9,1
47017.69,Bills,INCOME,22,589.56,17,0
60540.22,Salary,EXPENSE,15,337.08,15,1
53297.27,Entertainment,EXPENSE,8,629.12,8,1
59463.66,Travel,INCOME,10,907.22,18,1
97235.45,Travel,INCOME,16,676.1,8,1
42413.62,Salary,EXPENSE,19,890.55,4,1
68848.8,Travel,INCOME,22,542.78,10,1
46295.91,Entertainment,EXPENSE,3,724.59,9,1
20613.1,Other,INCOME,5,887.27,15,1
39193.44,Salary,INCOME,18,459.08,10,0
60618.08,Shopping,EXPENSE,12,813.11,12,1
18933.36,Shopping,INCOME,14,934.75,17,1
27745.31,Entertainment,INCOME,6,265.7,13,0
48981.48,Food,INCOME,13,386.88,3,0
12335.51,Other,EXPENSE,1,847.17,8,1
53545.5,Travel,EXPENSE,23,686.72,6,1
66046.68,Food,EXPENSE,3,337.61,19,1
28454.6,Travel,EXPENSE,7,618.31,18,0
92788.76,Shopping,EXPENSE,4,22.95,18,1
22026.24,Other,INCOME,6,541.71,0,1
9163.22,Salary,INCOME,15,124.56,7,0
22136.3,Bills,EXPENSE,5,917.63,8,1
23915.14,Shopping,INCOME,18,860.9,12,1
23256.46,Other,EXPENSE,13,712.43,14,1
88817.44,Other,INCOME,0,541.26,8,1
67347.45,Bills,INCOME,10,20.72,16,1
83829.98,Entertainment,EXPENSE,11,144.52,2,1
69907.94,Bills,EXPENSE,12,207.13,10,1
27450.47,Salary,INCOME,7,379.44,15,0
68664.89,Entertainment,EXPENSE,20,697.58,14,1
2236.84,Entertainment,INCOME,11,380.97,15,0
44560.49,Bills,EXPENSE,13,254.93,7,0
91164.28,Shopping,INCOME,5,168.54,18,1
59930.57,Other,EXPENSE,1,979.16,11,1
22896.59,Salary,EXPENSE,2,615.45,17,1
7971.57,Shopping,INCOME,4,293.15,13,1
91600.49,Travel,INCOME,9,166.63,2,1
9272.48,Food,EXPENSE,9,547.94,13,0
23662.71,Other,EXPENSE,19,712.53,2,1
26940.96,Other,EXPENSE,17,124.14,14,0
36924.61,Travel,EXPENSE,17,932.15,7,1
32581.51,Travel,INCOME,16,813.31,16,1
5732.16,Travel,EXPENSE,1,469.07,4,1
60916.46,Shopping,INCOME,14,245.79,5,1
71357.3,Travel,EXPENSE,2,982.86,4,1
46104.23,Other,INCOME,21,754.26,17,1
40419.65,Entertainment,INCOME,20,943.29,11,1
57768.31,Other,INCOME,8,523.47,13,1
85799.79,Travel,EXPENSE,6,73.42,11,1
11597.84,Bills,INCOME,12,299.52,0,0
19910.35,Food,EXPENSE,13,775.07,4,1
59063.47,Other,EXPENSE,20,793.76,12,1
1686.99,Travel,INCOME,8,486.78,14,0
37188.13,Travel,INCOME,4,415.8,1,1
14596.47,Salary,EXPENSE,9,374.04,11,0
38686.36,Salary,INCOME,2,598.24,11,1
55183.09,Food,INCOME,2,352.48,6,1
50696.42,Food,EXPENSE,4,744.34,17,1
2517.12,Travel,INCOME,0,448.36,10,1
46056.08,Entertainment,INCOME,9,367.97,16,0
88359.13,Other,INCOME,13,763.64,1,1
54821.58,Salary,EXPENSE,4,932.95,12,1
71441.4,Salary,INCOME,4,142.21,6,1
38419.76,Bills,EXPENSE,1,44.01,0,1
19489.62,Entertainment,EXPENSE,13,799.47,4,1
56840.27,Travel,EXPENSE,2,163.39,1,1
48292.32,Food,EXPENSE,14,915.13,5,1
49373.55,Food,INCOME,10,616.8,11,0
95569.06,Shopping,INCOME,20,664.94,16,1
68211.63,Salary,INCOME,19,778.3,7,1
2271.41,Bills,INCOME,10,939.94,9,1
72441.47,Bills,EXPENSE,18,300.34,8,1
14839.8,Travel,EXPENSE,7,464.35,4,0
69753.3,Entertainment,INCOME,13,742.52,13,1
29943.5,Travel,EXPENSE,19,481.17,2,0
92616.14,Food,INCOME,12,815.06,4,1
97836.94,Shopping,INCOME,3,308.01,15,1
49211.48,Bills,EXPENSE,12,430.11,7,0
61076.74,Travel,INCOME,5,597.98,18,1
8333.69,Food,EXPENSE,23,8.49,17,0
89663.3,Other,EXPENSE,1,2.09,5,1
29177.73,Other,INCOME,21,685.66,11,0
8797.64,Travel,INCOME,10,99.97,18,0
3999.4,Food,EXPENSE,5,897.06,15,1
59357.35,Entertainment,EXPENSE,19,284.44,2,1
85246.92,Travel,EXPENSE,15,606.48,9,1
